pu_No	s_No	p_No	u_No	pu_Count	pu_Price	pu_Date
714	10	239	17	13	62400	2021-08-13
719	10	78	37	3	16200	2021-08-13
723	10	112	40	1	7300	2021-08-14
728	10	275	2	30	30000	2021-08-14
745	10	33	34	28	42000	2021-08-14
754	10	229	4	24	115200	2021-08-14
757	10	82	17	23	94300	2021-08-14
779	10	155	4	18	45000	2021-08-14
785	10	40	16	2	7800	2021-08-15
789	10	64	21	30	105000	2021-08-15
802	10	180	18	2	2400	2021-08-15
812	10	187	2	11	22000	2021-08-15
824	10	14	35	24	38400	2021-08-15
849	10	104	16	14	275800	2021-08-16
858	10	114	19	5	17500	2021-08-16
861	10	251	11	16	24000	2021-08-16
876	10	131	40	8	16000	2021-08-16
878	10	270	16	24	57600	2021-08-16
893	10	193	28	22	30800	2021-08-17
910	10	208	8	19	91200	2021-08-17
917	10	135	33	16	16000	2021-08-17
918	10	159	21	6	10800	2021-08-17
922	10	253	22	2	3000	2021-08-17
932	10	68	19	14	40600	2021-08-17
946	10	280	30	16	16000	2021-08-18
960	10	132	1	18	18000	2021-08-18
965	10	143	6	15	15000	2021-08-18
971	10	63	1	1	3900	2021-08-18
974	10	238	13	17	81600	2021-08-18
1009	10	67	34	26	91000	2021-08-19
1024	10	89	18	2	6600	2021-08-19
1036	10	291	39	6	9000	2021-08-19
1040	10	22	4	5	12500	2021-08-19
1042	10	237	21	2	9600	2021-08-19
1046	10	69	10	28	53200	2021-08-19
1066	10	145	24	28	50400	2021-08-20
1070	10	182	35	16	56000	2021-08-20
1080	10	260	9	13	22100	2021-08-20
1085	10	251	7	9	13500	2021-08-20
1101	10	266	25	24	36000	2021-08-20
1104	10	21	38	15	22500	2021-08-21
1114	10	34	36	11	22000	2021-08-21
1116	10	174	20	16	40000	2021-08-21
1125	10	202	11	8	12000	2021-08-21
1135	10	188	31	20	40000	2021-08-21
1161	10	195	34	29	171100	2021-08-22
1168	10	104	19	13	256100	2021-08-22
1169	10	247	1	1	1200	2021-08-22
1195	10	228	7	25	135000	2021-08-22
1203	10	27	15	15	15000	2021-08-22
1212	10	83	23	7	28700	2021-08-22
1218	10	247	22	28	33600	2021-08-23
1246	10	14	27	16	25600	2021-08-23
1257	10	38	38	27	67500	2021-08-23
1260	10	206	28	7	29400	2021-08-23
1266	10	226	3	24	84000	2021-08-23
1268	10	256	14	5	11500	2021-08-24
1274	10	96	4	19	39900	2021-08-24
1288	10	97	31	26	111800	2021-08-24
1302	10	285	35	16	24000	2021-08-24
1309	10	183	33	28	56000	2021-08-24
1315	10	276	34	16	16000	2021-08-24
1339	10	105	13	5	62500	2021-08-25
1342	10	214	17	23	23000	2021-08-25
1346	10	48	12	25	47500	2021-08-25
1348	10	105	13	20	250000	2021-08-25
1357	10	156	4	2	5000	2021-08-25
1372	10	196	17	21	81900	2021-08-25
1395	10	138	23	15	27000	2021-08-26
1415	10	101	34	6	29400	2021-08-26
1420	10	52	32	27	64800	2021-08-26
1429	10	291	23	22	33000	2021-08-26
1435	10	255	2	17	30600	2021-08-26
1440	10	259	23	15	28500	2021-08-27
1475	10	40	15	24	93600	2021-08-27
1479	10	118	24	29	113100	2021-08-27
1480	10	251	9	13	19500	2021-08-27
1486	10	39	23	12	30000	2021-08-27
1493	10	163	15	5	10000	2021-08-28
1494	10	139	27	30	30000	2021-08-28
1513	10	39	13	25	62500	2021-08-28
1516	10	243	24	26	46800	2021-08-28
1530	10	96	2	1	2100	2021-08-28
1538	10	156	12	5	12500	2021-08-28
1543	10	79	39	8	43200	2021-08-29
1546	10	97	7	1	4300	2021-08-29
1578	10	4	38	15	15000	2021-08-29
1581	10	254	12	4	6000	2021-08-29
1583	10	173	19	18	45000	2021-08-29
1598	10	26	20	2	2800	2021-08-30
1601	10	79	24	28	151200	2021-08-30
1608	10	136	30	4	4000	2021-08-30
1609	10	241	3	12	21600	2021-08-30
1646	10	77	36	27	118800	2021-08-30
1654	10	243	32	2	3600	2021-08-31
1660	10	20	35	20	36000	2021-08-31
1668	10	224	22	2	9600	2021-08-31
1684	10	76	29	2	11800	2021-08-31
1693	10	156	8	14	35000	2021-08-31
1702	10	191	1	2	4000	2021-08-31
1711	10	157	17	8	9600	2021-09-01
1723	10	293	13	8	8000	2021-09-01
1728	10	271	40	1	2400	2021-09-01
1735	10	270	4	22	52800	2021-09-01
1758	10	182	20	26	91000	2021-09-01
1765	10	201	4	8	52000	2021-09-02
1767	10	51	18	11	27500	2021-09-02
1772	10	41	9	8	13600	2021-09-02
1780	10	96	6	28	58800	2021-09-02
1817	10	270	37	13	31200	2021-09-02
1818	10	21	17	7	10500	2021-09-02
1826	10	117	7	9	19800	2021-09-03
1831	10	96	23	19	39900	2021-09-03
1853	10	28	15	11	14300	2021-09-03
1855	10	49	4	19	41800	2021-09-03
1864	10	59	32	11	24200	2021-09-03
1875	10	178	40	18	32400	2021-09-04
1879	10	191	24	9	18000	2021-09-04
1884	10	259	16	4	7600	2021-09-04
1898	10	28	7	23	29900	2021-09-04
1917	10	55	34	30	33000	2021-09-04
1918	10	168	15	30	54000	2021-09-04
1938	10	300	1	20	20000	2021-09-05
1945	10	137	30	1	1800	2021-09-05
1947	10	124	39	3	34800	2021-09-05
1950	10	109	34	4	31600	2021-09-05
1980	10	24	2	8	12000	2021-09-05
1981	10	192	14	5	10000	2021-09-05
1994	10	121	31	28	324800	2021-09-06
1995	10	246	29	3	3600	2021-09-06
2010	10	285	17	26	39000	2021-09-06
2017	10	200	2	13	62400	2021-09-06
2021	10	182	28	28	98000	2021-09-06
2041	10	32	1	15	30000	2021-09-06
2053	10	34	31	10	20000	2021-09-07
2055	10	289	19	4	8000	2021-09-07
2065	10	29	38	16	16000	2021-09-07
2071	10	215	6	15	72000	2021-09-07
2077	10	149	29	13	23400	2021-09-07
2101	10	211	33	22	77000	2021-09-08
2127	10	126	12	28	324800	2021-09-08
2130	10	21	40	21	31500	2021-09-08
2143	10	82	19	29	118900	2021-09-08
2146	10	67	18	17	59500	2021-09-08
2153	10	174	17	8	20000	2021-09-09
2154	10	75	3	6	12000	2021-09-09
2159	10	10	26	4	7600	2021-09-09
2174	10	123	12	12	54000	2021-09-09
2177	10	213	1	2	13000	2021-09-09
2179	10	89	11	10	33000	2021-09-09
2213	10	257	26	2	4600	2021-09-10
2218	10	266	34	15	22500	2021-09-10
2219	10	232	38	27	129600	2021-09-10
2227	10	132	13	8	8000	2021-09-10
2255	10	135	11	28	28000	2021-09-10
2262	10	52	14	5	12000	2021-09-10
2296	10	53	1	14	30800	2021-09-11
2297	10	111	22	25	38750	2021-09-11
2300	10	132	38	1	1000	2021-09-11
2306	10	215	18	7	33600	2021-09-11
2324	10	93	17	4	50000	2021-09-11
2325	10	183	36	10	20000	2021-09-11
2335	10	49	20	24	52800	2021-09-12
2336	10	46	16	18	34200	2021-09-12
2345	10	83	7	28	114800	2021-09-12
2359	10	151	14	19	34200	2021-09-12
2370	10	28	40	25	32500	2021-09-12
2382	10	237	24	18	86400	2021-09-13
2397	10	73	35	5	19500	2021-09-13
2406	10	286	5	3	4500	2021-09-13
2417	10	204	18	9	9000	2021-09-13
2422	10	131	19	2	4000	2021-09-13
2423	10	138	4	13	23400	2021-09-13
2438	10	115	16	20	98000	2021-09-14
2443	10	209	5	12	50400	2021-09-14
2453	10	58	26	19	41800	2021-09-14
2461	10	131	26	20	40000	2021-09-14
2468	10	101	34	23	112700	2021-09-14
2490	10	2	33	2	5800	2021-09-14
2512	10	281	24	17	51000	2021-09-15
2532	10	229	26	23	110400	2021-09-15
2534	10	77	12	20	88000	2021-09-15
2541	10	144	28	14	14000	2021-09-15
2544	10	13	37	6	9000	2021-09-15
2550	10	210	27	9	43200	2021-09-15
2575	10	31	8	25	50000	2021-09-16
2577	10	106	22	11	137500	2021-09-16
2579	10	215	13	3	14400	2021-09-16
2589	10	125	10	19	220400	2021-09-16
2591	10	278	8	17	25500	2021-09-16
2632	10	245	31	18	21600	2021-09-17
2634	10	115	9	11	53900	2021-09-17
2639	10	176	3	30	30000	2021-09-17
2645	10	118	37	13	50700	2021-09-17
2658	10	59	20	12	26400	2021-09-17
2660	10	290	12	21	31500	2021-09-17
2682	10	203	19	2	5400	2021-09-18
2688	10	56	21	13	37700	2021-09-18
2695	10	274	13	29	43500	2021-09-18
2698	10	180	6	4	4800	2021-09-18
2714	10	186	6	6	10200	2021-09-18
2721	10	194	35	14	49000	2021-09-19
2737	10	19	16	22	48400	2021-09-19
2739	10	174	8	17	42500	2021-09-19
2747	10	119	16	9	13500	2021-09-19
2754	10	121	18	14	162400	2021-09-19
2756	10	15	32	7	7000	2021-09-19
2793	10	151	2	12	21600	2021-09-20
2796	10	120	32	12	18000	2021-09-20
2801	10	192	3	21	42000	2021-09-20
2810	10	95	19	5	10500	2021-09-20
2813	10	63	24	30	117000	2021-09-20
2832	10	2	20	24	69600	2021-09-21
2833	10	242	17	6	10800	2021-09-21
2836	10	78	6	26	140400	2021-09-21
2847	10	284	13	18	27000	2021-09-21
2860	10	108	32	6	47400	2021-09-21
2880	10	108	40	3	23700	2021-09-21
2899	10	152	21	28	50400	2021-09-22
2915	10	233	6	9	37800	2021-09-22
2917	10	51	27	1	2500	2021-09-22
2925	10	55	23	26	28600	2021-09-22
2937	10	93	28	4	50000	2021-09-22
2942	10	75	20	30	60000	2021-09-22
2951	10	130	34	24	43200	2021-09-23
2971	10	214	33	8	8000	2021-09-23
2977	10	64	3	23	80500	2021-09-23
2978	10	59	3	28	61600	2021-09-23
2979	10	150	10	8	9600	2021-09-23
2980	10	185	39	26	52000	2021-09-23
3010	10	253	12	15	22500	2021-09-24
3030	10	270	14	19	45600	2021-09-24
3035	10	117	19	19	41800	2021-09-24
3037	10	75	10	2	4000	2021-09-24
3051	10	86	1	19	302100	2021-09-24
3070	10	5	22	17	34000	2021-09-25
3074	10	264	2	7	17500	2021-09-25
3085	10	69	10	20	38000	2021-09-25
3086	10	184	22	16	48000	2021-09-25
3093	10	128	37	14	21000	2021-09-25
3111	10	12	9	3	6000	2021-09-26
3114	10	224	38	27	129600	2021-09-26
3122	10	220	5	22	77000	2021-09-26
3132	10	86	2	9	143100	2021-09-26
3137	10	50	18	4	10000	2021-09-26
3152	10	165	40	25	25000	2021-09-26
3176	10	25	29	30	42000	2021-09-27
3182	10	218	19	21	67200	2021-09-27
3185	10	78	27	26	140400	2021-09-27
3187	10	154	23	7	7000	2021-09-27
3208	10	112	21	28	204400	2021-09-27
3229	10	280	6	5	5000	2021-09-28
3230	10	95	36	20	42000	2021-09-28
3231	10	114	35	21	73500	2021-09-28
3242	10	56	36	23	66700	2021-09-28
3247	10	136	7	20	20000	2021-09-28
3255	10	232	18	10	48000	2021-09-28
3281	10	190	36	25	40000	2021-09-29
3305	10	96	14	17	35700	2021-09-29
3306	10	16	32	15	22500	2021-09-29
3322	10	180	2	1	1200	2021-09-29
3335	10	39	6	12	30000	2021-09-29
3336	10	45	37	27	24300	2021-09-29
3338	10	178	1	13	23400	2021-09-30
3339	10	256	24	22	50600	2021-09-30
3376	10	197	25	26	169000	2021-09-30
3383	10	147	28	19	19000	2021-09-30
3385	10	67	2	22	77000	2021-09-30
3387	10	61	6	3	6000	2021-09-30
3415	10	248	19	27	40500	2021-10-01
3421	10	282	30	22	66000	2021-10-01
3423	10	160	6	6	10800	2021-10-01
3435	10	38	21	16	40000	2021-10-01
3436	10	56	9	1	2900	2021-10-01
3448	10	299	24	10	10000	2021-10-02
3465	10	191	39	14	28000	2021-10-02
3483	10	270	32	12	28800	2021-10-02
3490	10	246	5	14	16800	2021-10-02
3498	10	201	24	25	162500	2021-10-02
3516	10	158	14	15	18000	2021-10-03
3523	10	41	5	22	37400	2021-10-03
3530	10	255	1	12	21600	2021-10-03
3537	10	64	36	17	59500	2021-10-03
3541	10	41	36	11	18700	2021-10-03
3544	10	222	4	2	9600	2021-10-03
3578	10	157	32	27	32400	2021-10-04
3580	10	242	39	29	52200	2021-10-04
3583	10	127	35	15	22500	2021-10-04
3592	10	277	24	9	9000	2021-10-04
3598	10	252	23	4	6000	2021-10-04
3631	10	197	20	19	123500	2021-10-05
3636	10	5	27	6	12000	2021-10-05
3637	10	192	6	10	20000	2021-10-05
3638	10	31	12	19	38000	2021-10-05
3639	10	124	24	23	266800	2021-10-05
3657	10	141	23	25	25000	2021-10-05
